As of Date,Fund,Trustee Fund Number,Trustee Fund Name,Donor Code,Donor Name ,Donor Agency,Fiscal Year of Agreement,Contributions Paid In (USD),Contributions Outstanding (USD),Total Contribution (USD),Status
09/12/2012,ESMAP,TF070329,Energy Sector Management Assistance Program Multi-Donor Trust Fund,AT,Austria,Austria - Federal Ministry of Finance,2009,$378690.00,$0.00,$378690.00,LCLS
09/12/2012,ESMAP,TF070329,Energy Sector Management Assistance Program Multi-Donor Trust Fund,AT,Austria,Austrian Development Agency GmbH,2009,$424200.00,$0.00,$424200.00,LCLS
09/12/2012,ESMAP,TF020184,Energy Sector Management Assistance Programme (ESMAP) Trust Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2009,$750000.00,$0.00,$750000.00,LCLS
09/12/2012,ESME,TF071223,Energy Small and Medium Enterprises support in Sub-Saharan Africa,RU,Russian Federation,Government of the Russian Federation,2009,$30000000.00,$0.00,$30000000.00,ACTN
09/12/2012,AFRHD,TF070741,Ethiopia Productive Safety Net Program (PSNP) Phase II Project (APL 2 and 3),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$32865500.00,$0.00,$32865500.00,ACTN
09/12/2012,AFRHD,TF071251,Ethiopia Protection of Basic Services Program (Phase II) Project,ES,Spain,Spain - Ministry of Foreign Affairs,2009,$14378000.00,$0.00,$14378000.00,ACTN
09/12/2012,AFRHD,TF071251,Ethiopia Protection of Basic Services Program (Phase II) Project,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$32896000.00,$0.00,$32896000.00,ACTN
09/12/2012,AFRHD,TF071251,Ethiopia Protection of Basic Services Program (Phase II) Project,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2009,$13966000.00,$0.00,$13966000.00,ACTN
09/12/2012,FS-CO,TF071107,European Community Trust Fund for Co-financing Madagascar Governance and Institutional Development Project,E1,European Commission/European Union,EU-Commission of the European Communities,2009,$1161860.01,$0.00,$1161860.01,LCLS
09/12/2012,FS-SC,TF070680,External Funding of Advisors to the Swiss Executive Director,CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2009,$585000.00,$0.00,$585000.00,ACTN
09/12/2012,IFC,TF071217,Financial Mechanisms for Climate Change Facility (FMCC),X3,International and Intergovernmental Organizations,,2009,$2000000.00,$3000000.00,$5000000.00,ACTN
09/12/2012,FS-7PF,TF070827,Financial Sector Reform Project,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$3050126.52,$0.00,$3050126.52,LCLS
09/12/2012,IFC,TF071028,Financial Support of a Program of Technical Assistance relating to IFC Private Enterprise Partnership for Africa,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$2224970.00,$30.00,$2225000.00,ACTN
09/12/2012,IFC,TF055293,Financial Support of the Activities Undertaken by the Global Corporate Governance Forum (GCGF),FR,France,France - Agence Française de Developpement,2009,$699375.00,$0.00,$699375.00,ACTN
09/12/2012,IFC,TF055293,Financial Support of the Activities Undertaken by the Global Corporate Governance Forum (GCGF),LU,Luxembourg,Luxembourg - Ministry of Finance,2009,$769450.09,$0.00,$769450.09,ACTN
09/12/2012,IFC,TF055446,Financial Support of the Small and Medium Enterprise (SME) Entrepreneurship Development Initiative implemented by Private Enterprise,A1,African Development Bank Group,AFRICAN DEVELOPMENT FUND,2009,$752508.00,$0.00,$752508.00,LCLS
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),CA,Canada,The Mastercard Foundation,2009,$199980.00,$20.00,$200000.00,ACTN
09/12/2012,IFC,TF070835,Foreign Investment Advisory Services (FIAS) Sub-Saharan Africa Program,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2009,$1134286.97,$0.00,$1134286.97,LCLS
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),CH,Switzerland,Swiss Agency for Development and Cooperation (SDC),2009,$1254036.39,$0.00,$1254036.39,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),DK,Denmark,Danish Ministry of Foreign Affairs (DANIDA),2009,$1792411.06,$0.00,$1792411.06,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$601207.00,$193367.49,$794574.49,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),LU,Luxembourg,Luxembourg - Ministry of Foreign Affairs,2009,$620820.00,$0.00,$620820.00,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),LU,Luxembourg,Luxembourg - Ministry of Finance,2009,$827220.00,$0.00,$827220.00,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$1600000.00,$400000.00,$2000000.00,ACTN
09/12/2012,CGAP,TF053676,Financing for the Consultative Group to Assist the Poor Multi Donor Trust Fund (Successor to TF020673),SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2009,$1714370.50,$456871.35,$2171241.85,ACTN
09/12/2012,DFSP,TF053202,Finland - Externally Funded Staffing Program,FI,Finland,Finland - Ministry for Foreign Affairs,2009,$810600.00,$0.00,$810600.00,ACTN
09/12/2012,WSP,TF070972,Finland Water and Sanitation Program collaboration in Ethiopia,FI,Finland,Finland - Ministry for Foreign Affairs,2009,$1471171.50,$0.00,$1471171.50,LCLS
09/12/2012,IFC,TF054170,Finland/IFC Technical Assistance Trust Fund,FI,Finland,Finland - Ministry for Foreign Affairs,2009,$1316350.00,$0.00,$1316350.00,ACTN
09/12/2012,IFC,TF050579,Finland/IFC Trust Fund for Long Term Program of Technical Assistance in Eastern Europe,FI,Finland,Finland - Ministry of Employment and Economy (formerly Ministry of,2009,$1000000.00,$0.00,$1000000.00,ACTN
09/12/2012,GFCRP,TF071070,Food Price Crisis Response Trust Fund,I1,International Bank for Reconstruction & Development,"IBRD 1818 H Street, NW",2009,$115000000.00,$0.00,$115000000.00,ACTN
09/12/2012,IFC,TF071264,Foreign Investment Advisory Services (FIAS) East Africa Investment Climate Program,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$1067690.00,$0.00,$1067690.00,ACTN
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2009,$299912.49,$0.00,$299912.49,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,FR,France,"France - Ministry of Economy, Finance and Industry",2009,$2710432.00,$0.00,$2710432.00,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$1193949.42,$0.00,$1193949.42,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,I1,International Bank for Reconstruction & Development,"IBRD 1818 H Street, NW",2009,$1787384.07,$0.00,$1787384.07,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2009,$14912.53,$0.00,$14912.53,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,IT,Italy,Italy - Ministry of Foreign Affairs,2009,$1413575.58,$0.00,$1413575.58,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,LU,Luxembourg,Luxembourg - Ministry of Finance,2009,$994219.34,$0.00,$994219.34,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2009,$494259.91,$0.00,$494259.91,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,SE,Sweden,Swedish International Development Cooperation Agency (SIDA),2009,$64517.03,$0.00,$64517.03,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,X3,International and Intergovernmental Organizations,,2009,$2400351.10,$0.00,$2400351.10,LCLS
09/12/2012,IFC,TF070810,Foreign Investment Advisory Services (FIAS) Master Trust Fund,X3,International and Intergovernmental Organizations,,2009,$3519543.08,$0.00,$3519543.08,LCLS
09/12/2012,IFC,TF070860,Foreign Investment Advisory Services (FIAS) Netherlands/IFC Partnership Program (NIPP) Trust Fund,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$3243453.57,$0.00,$3243453.57,ACTN
09/12/2012,IFC,TF070836,Foreign Investment Advisory Services (FIAS) Western Balkans Program Trust Fund,CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2009,$1700000.00,$0.00,$1700000.00,LCLS
09/12/2012,CARBON,TF071077,Forest Carbon Partnership Facility,DE,Germany,DE-Federal Ministry for Economic Cooperation and Development (BMZ),2009,$13402800.00,$0.00,$13402800.00,ACTN
09/12/2012,CARBON,TF071077,Forest Carbon Partnership Facility,E1,European Commission/European Union,EU-Commission of the European Communities,2009,$6709450.00,$0.00,$6709450.00,ACTN
09/12/2012,CARBON,TF071077,Forest Carbon Partnership Facility,NO,Norway,Norway - Ministry of Foreign Affairs,2009,$9999970.00,$30.00,$10000000.00,ACTN
09/12/2012,CARBON,TF071077,Forest Carbon Partnership Facility,X1,Private Non Profit Entities,,2009,$5000000.00,$0.00,$5000000.00,ACTN
09/12/2012,FS-7PE,TF071123,Fourth Poverty Reduction Support Operation for Georgia,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$3509581.78,$0.00,$3509581.78,LCLS
09/12/2012,DFSP,TF054319,France Donor Funded Staffing Program,FR,France,France - Ministry of Foreign Affairs (including Ministry of Cooperation),2009,$1055283.30,$248400.00,$1303683.30,ACTN
09/12/2012,HOLDTF,TF050376,French Holding Trust Fund,FR,France,"France - Ministry of Economy, Finance and Industry",2009,$0.00,$655929.47,$655929.47,ACTN
09/12/2012,HOLDTF,TF071120,French Holding Trust Fund,FR,France,"France - Ministry of Economy, Finance and Industry",2009,$17464638.64,$9570668.10,$27035306.74,ACTN
09/12/2012,WBI,TF050432,"French Trust Fund for Expertise, Study and Training",FR,France,France - Ministry of Foreign Affairs (including Ministry of Cooperation),2009,$512720.00,$0.00,$512720.00,ACTN
09/12/2012,WBI,TF050684,"Funding of World Bank Institute Training Programs (The Finland-WBI Partnership Program, Phase II)",FI,Finland,Finland - Ministry for Foreign Affairs,2009,$684200.00,$0.00,$684200.00,LCLS
09/12/2012,POLIO,TF050775,Gates Foundation Grant for Global Program to Eradicate Poliomyelitis,G3,Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,2009,$58499960.00,$40.00,$58500000.00,ACTN
09/12/2012,ID-FS,TF071190,Geothermal Power Support Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$2708711.40,$0.00,$2708711.40,ACTN
09/12/2012,DFSP,TF022835,Germany Donor Funded Staffing Program,DE,Germany,Germany - Bundesministerium für Wirtschaftliche Zusammenarbeit,2009,$1745318.43,$2023.57,$1747342.00,ACTN
09/12/2012,IFC,TF071085,Global Environmental Facility- Public/Private Sector Partnership Fund (PPSPF),X3,International and Intergovernmental Organizations,,2009,$1500000.00,$0.00,$1500000.00,ACTN
09/12/2012,GPOBA,TF071249,Global Partnership for Output Based Aid (GPOBA) - Department for International Development (DFID) (Phase 2) Trust Fund,GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$52551416.47,$6211945.05,$58763361.52,ACTN
09/12/2012,GPOBA,TF070963,Global Partnership On Output Based Aid Project Microfinance for Community Managed Water Projects in Kenya,E1,European Commission/European Union,EU-Commission of the European Communities,2009,$1077596.59,$982105.95,$2059702.54,ACTN
09/12/2012,IFC,TF071041,Global Small and Medium Enterprise (SME) Banking Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$500000.00,$0.00,$500000.00,ACTN
09/12/2012,IFC,TF071315,GLOBAL TRADE LIQUIDITY PROGRAM,SA,Saudi Arabia,The Saudi Fund for Development,2009,$300000000.00,$0.00,$300000000.00,ACTN
09/12/2012,IFC,TF071305,GLOBAL TRADE LIQUIDITY PROGRAM (GTLP),GB,United Kingdom,United Kingdom - Department for International Development (DFID),2009,$326525500.00,$0.00,$326525500.00,LCLS
09/12/2012,IFC,TF071304,GLOBAL TRADE LIQUIDITY PROGRAM (GTLP) FACILITY,CA,Canada,Canada - Department of Finance,2009,$200000000.00,$0.00,$200000000.00,LCLS
09/12/2012,BALANC,TF029059,Government of Ireland - Balance Account,IE,Ireland,Ireland - Minister for Foreign Affairs/ Irish Aid,2009,$0.00,$859017.75,$859017.75,ACTN
09/12/2012,SPTF,TFM53679,Guyana Education For All Fast Track Initiative,X4,Other Entities,,2009,$20500000.00,$0.00,$20500000.00,ACTN
09/12/2012,IFC,TF070606,HIV/AIDS Program (HAP),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$250000.00,$0.00,$250000.00,LCLS
09/12/2012,IFC,TF071129,Holding Trust Fund for Austria relating to Private Enterprise Partnership for Africa (PEP-Africa),AT,Austria,Austria - Federal Ministry of Finance,2009,$1937100.00,$0.00,$1937100.00,ACTN
09/12/2012,CARBON,TF050397,IBRD/Netherlands Clean Development Mechanism Facility - U.S. Dollar Trust Fund,NL,Netherlands,Netherlands - Ministry of Infrastructure and the Environment,2009,$1300000.00,$0.00,$1300000.00,ACTN
09/12/2012,IFC,TF070815,IFC - Sustainability Business Innovator Trust Fund,NO,Norway,Norway - Ministry of Foreign Affairs,2009,$800000.00,$0.00,$800000.00,LCLS
09/12/2012,IFC,TF071130,IFC Advisory Services in Europe and Central Asia (ECA),CH,Switzerland,Swiss State Secretariat for Economic Affairs (SECO),2009,$1883069.00,$0.00,$1883069.00,ACTN
09/12/2012,IFC,TF071067,IFC Mali Risk Sharing Facility,ML,Mali,MALI-GOVERNMENT OF MALI,2009,$1557176.15,$0.00,$1557176.15,ACTN
09/12/2012,IFC,TF050600,IFC Netherlands Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$650000.00,$0.00,$650000.00,ACTN
09/12/2012,IFC,TF071291,IFC Partnership in and Contribution to the Renewal of the Private Enterprise Partnership for the Middle East and North Africa,X3,International and Intergovernmental Organizations,,2009,$31469000.00,$28531000.00,$60000000.00,ACTN
09/12/2012,IFC,TF071105,IFC Performance-Based Grants Initiative,X3,International and Intergovernmental Organizations,,2009,$5000000.00,$0.00,$5000000.00,ACTN
09/12/2012,IFC,TF071091,IFC South Asia Enterprise Development Facility (IFC-SEDF 2),NO,Norway,Norwegian Agency for Development Cooperation (NORAD),2009,$5789330.44,$2437495.65,$8226826.09,ACTN
09/12/2012,IFC,TF071314,"IFC South-Asia Enterprise Development Facility - Sri Lanka and Maldives, Cycle 2 (IFC SLDF2)",NO,Norway,Norway - Ministry of Foreign Affairs,2009,$256670.19,$0.00,$256670.19,ACTN
09/12/2012,IFC,TF070538,IFC/Finland Ministry of Employment and Economy Holding Trust Fund,FI,Finland,Finland - Ministry of Employment and Economy (formerly Ministry of,2009,$0.00,$1162580.41,$1162580.41,ACTN
09/12/2012,IFC,TF070343,IFC/Netherlands - Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$500000.00,$0.00,$500000.00,LCLS
09/12/2012,IFC,TF050390,IFC/Netherlands Clean Development Mechanism (CDM) - U.S. Dollar Trust Fund,NL,Netherlands,Netherlands - Ministry of Infrastructure and the Environment,2009,$1094284.00,$16.00,$1094300.00,ACTN
09/12/2012,IFC,TF028419,IFC/Netherlands Partnership Program,NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$16849970.00,$30.00,$16850000.00,ACTN
09/12/2012,IFC,TFM50681,IFC/Netherlands Partnership Program for Small and Medium Enterprise (SME),NL,Netherlands,Netherlands - Minister for European Affairs & International Cooperation,2009,$490.11,$0.00,$490.11,LCLS
09/12/2012,IFC,TFM54311,IFC-Private Enterprise Partnership Africa (PEP-Africa) Core Budget,X3,International and Intergovernmental Organizations,,2009,$7500000.00,$0.00,$7500000.00,ACTN
09/12/2012,IFC,TF054976,IFC's Funding Mechanism for Technical Assistance and Advisory Services,X3,International and Intergovernmental Organizations,,2009,$750000.00,$0.00,$750000.00,ACTN
09/12/2012,IFC,TF070595,IFC's Funding Mechanism for Technical Assistance and Advisory Services (FMTAAS),X3,International and Intergovernmental Organizations,,2009,$13598511.86,$0.00,$13598511.86,ACTN
09/12/2012,MNA-FS,TF052135,Implementation of Economic Reform and Development Program,US,United States,United States Agency for International Development (USAID),2009,$16071.56,$0.00,$16071.56,LCLS
09/12/2012,FS-DEC,TF071165,Improving the Quality and Policy Relevance of Household-level Data on Agriculture in Sub-Saharan Africa Trust Fund,G3,Bill and Melinda Gates Foundation,Bill and Melinda Gates Foundation,2009,$13994198.00,$4910941.00,$18905139.00,ACTN
